id|Autor/a|Obra|Fecha de estreno|Dirección|Compañía|Festivales|Lugar de estreno|fechaFormat|lat|lon|uuid
352|Miguel de Cervantes|Pedro de Urdemalas  |28 de julio de 2016|Denis Rafter|Joven Compañía Nacional de Teatro Clásico,  Compañía Nacional de Teatro Clásico (CNTC)|Festival Internacional de Teatro Clásico|Corral de Comedias de Almagro (Ciudad Real)||38.8884394|-3.7119119|d586394e-361b-4cb6-addf-cb836327688f
353|Miguel de Cervantes|Tratos|14 de septiembre de 2016|Ernesto Caballero|Centro Dramático Nacional, CDN||Centro Cultural Conde Duque (mADRID)||40.4274072|-3.7107195|84e1bada-976f-4ccd-ba5a-a210850ef83e
354|Miguel de Cervantes|Amors & Humors||Abel Folk y Pep Planas|Ilerda Antiqua||||||ef7f454b-d232-40af-86de-5c35f3a51d55
355|Miguel de Cervantes|Dos nuevois entremeses, nunca representados; La guada cuidadosa, El rufián viudo llamado Trampagos. |23 de noviembre de 2017|Ernesto Arias|Teatro de la Abadía||Sala Juan de la Cruz, Teatro de La Abadía (Madrid)||40.4353022|-3.7094283|2a027a43-a672-48ef-8c17-306061f79b19
356|Miguel de Cervantes|El rufián dichoso|13 de mayp de 2017|Rodrigo Arribas y Verónica Clausich|Fundación Siglo de Oro; Pentación, S.A; Pánico Escénico|Jornadas de Teatro del Siglo de Oro|Auditorio Municipal Maestro Padilla (Almería)||36.8236768|-2.4440319|ca5f505c-9213-4d2d-ada3-9fcaf26807e5
357|Miguel de Cervantes|Don Quijote somos todos|1 de noviembre de 2019|Carlos Martín|Teatro del Temple||Palacio de Congresos de Jaca, Huesca (Aragón)||42.5749251|-0.5466213|17b5ded8-e351-4a11-8413-d7aaf8813f96
358|Miguel de Cervantes|El coloquio de los perros. El casamiento engañoso. Novelas ejemplares. El coloquio de los perros. ||Emilio del Valle|Factoría Teatro S.L ||||||3350eca5-71a3-42fd-9d5f-e7dbcdd68290
359|Miguel de Cervantes|El licenciado Vidriera|18 de abril de 2019|Cristina D. Silveira|Karlik Danza Teatro; La Nave del Duende||La Nave del Deunde de Casar de Cáceres (Extremadura)||39.5525213|-6.4194535|30dd66bd-64a6-4a8a-b5c2-3f6946f1f3bf
360|Miguel de Cervantes|Microclásicos; El juez de los divorcios||Antonio León y Norton P|Corrales de Comedias S.L ||||||3bd6846c-f2a6-4f5f-ad98-1aa3885f52d0
361|Miguel de Cervantes|De cómo los entremeses de Cervantes no impidieron el casamiento de doña Catalina de Oviedo con el Gran Turco||Juan Mortera|Teatro Margen||||||e3580877-39e6-4964-bae6-3bae2e620554
362|Miguel de Cervantes|Diablos, brujas y granujas||Agustín Sasián|La Luciérnaga Producciones||||||4ba94ee8-1d93-4a15-961b-ccc5bc8a08f8
363|Miguel de Cervantes|Don Quijote y Perrisancho|10 de marzo de 2020|Belén Sánchez Vigo|Perripato & Compañía||Sala La Cochera Cabaret (Málaga)||36.6922645|-4.4509556|b846a2f5-62d4-4f69-8111-203be66cb225
364|Miguel de Cervantes|Ahora que nos dejan hablar|23 de enero de 2021|Álvaro Nogales|Mudanzas López, M. L. ||Corral de Comedias de Alcalá de Henares (Madrid)||40.4822922|-3.3645504|a9f864c7-b0e7-4778-a1fe-64a57907cfb0
365|Miguel de Cervantes|Numancia|12 de noviembre de 2021|Ana Zamora|Nao d´Amores,  Compañía Nacional de Teatro Clásico (CNTC)||Teatro Juan Bravo de Segovia (Castilla y León)||40.9504826|-4.1235423|11eb7dd2-2b9b-41bd-95af-e349f8518037
366|Miguel de Cervantes|El coloquio de las perras|8 de mayo de 2021|Hernán Gené|Estudio Hernán Gené||Corral de Cervantes (Plaza de toros) de Aranjuez (Madrid)||40.0278334|-3.6035532|5744710e-2401-4dc4-8112-5372f6ea2a00
367|Miguel de Cervantes|Muejres imaginadas en tiempos de Cervantes||Luis Alonso Prieto|Teatro Independiente Alcalaíno TIA||||||9ad50ff7-e3a6-47fb-a87c-d8b647d0b958
368|Miguel de Cervantes|Pr3cioxxa||Mario Marcol|Tío Venancio||||||41411b8f-bb32-4a8d-949b-26f0cfec6d7a
369|Miguel de Cervantes|Quixote; Quijote||Laura Sarasola|Pedras de Cartón||||||0b654db2-e162-4f6a-b323-2a5754c3195f
370|Miguel de Cervantes|La guarda cuidadosa; La cueva de Salamanca|19 de junio de 2022|Javier Mañón|Corrales de Comedias Teatro||Corral de Comedias de Alcalá de Henares (Madrid) ||40.4451582|-3.5339127|265c1165-159a-49de-9e90-c435927ff58f
371|Juan de la Cueva|El príncipe tirano|13 de julio de 2006|Pepa Gamboa|Centro Andaluz de Teatro, CAT y Teatro Lope de Vega |Festival Internacional de Teatro Clásico de Almagro |Teatro Municipal de Almagro, Ciudad Real (Castilla La Mancha)||38.8903455|-3.7117528|ca23586b-0919-49f3-8bf3-1b9d0085e41b
372|María de Zayas y Sotomayor|La traición en la amistad|10 de julio de 2003|Mariano de Paco Serrano |Mariano de Paco Serrano||Claustro Mudéjar de Chinchilla, Albacete (Castilla La Mancha)||38.9203448|-1.7256087|a431a982-bd24-4b33-97d5-7a976a8c6cd2
373|María de Zayas y Sotomayor|La traición en la amistad|16 de julio de 2019|Daniel Acebes|Diágoras Producciones|Festival de Teatro Clásico|Corrala Palacio del Caballero de Olmedo, Valladolid (Castilla y León)||41.2863196|-4.6859718|ddd91912-ff2f-4cef-87cf-220e295e9861
374|María de Zayas y Sotomayor|Traspiés. Palabra para (des)aparecer ||Del Colectivo|Colectivo La Matrioska ||||||c432ade7-5699-4bc5-a281-a1967581d143
375|María de Zayas y Sotomayor|Tan sabia como valerosa|26 de julio de 2020|Ignacio García|Instituto Cervantes|Festival Internacional de Teatro Clásico de Almagro |Corral de Comedias de Almagro, Ciudad Real (Castilla La Mancha)||38.8884394|-3.7119119|8a9047c5-548a-4c94-94a1-376d6a6936b2
376|María de Zayas y Sotomayor|Adiós, dueño mío o la tradición en la amistad|1 de mayo de 2021|Magüi Mira|Olympia Metropolitana S.A||Auditorio de Torrent, Valencia (Comunidad Valenciana)||39.4236513|-0.4801567|053e5c00-003c-45f3-9c4b-9750a8c1f744
377|María de Zayas y Sotomayor|Autorretratos de pluma y espada; Dramaturgias del barroco en primera persona ||Cristina S.Silveira|Karlik Danza Teatro|Festival de Teatro Clásico de Cáceres|||||0a28fb63-73f1-49b1-a433-74781a4da6ef
378|María de Zayas y Sotomayor|Bambi vs Godzsilla|30 de junio de 2022|Luis Tausía|Compañía del Tío Venancio |Festival Iberoamericano del Siglo de Oro Clásicos en Alcalá|Centro Cultural Gilitos de Alcalá, Madrid (Comunidad de Madrid)||40.4921751|-3.3666232|968a3ad9-8e58-41f6-9c38-0063d0d06093
379|María de Zayas y Sotomayor|La traición 60.3|19 de mayo de 2022|Cruz Hernández|Unatarde Teatro||Teatro Círculo de Valencia, Valencia (Comunidad Valenciana)||39.4852114|-0.3553528|ffff5a9c-05e7-4987-9cdf-5912c1e4ff8f
380|||||||||||a2779fea-b530-43b6-bae9-a175b91eec29
381|||||||||||8a71cc6c-fc28-4b2e-9ca7-dda697fed633
382|Lope de Rueda |Garnacho Bululo y Ñaque en la chanza del santero desollado, La carátula |1 de diciembre de 2001|Colectivo|El Capo Cómico||Calle Mayor de Alcalá de Henares, Madrid (Comunidad de Madrid)||40.4820847|-3.3669853|b2c23dfc-b232-442b-b997-d0dd389763f7
383|Lope de Rueda |La fiesta perpetua|19 de noviembre de 2003|Pilar Laveaga|Teatro de la Ribera||Teatro Principal de Zaragoza||41.6518556|-0.8793213|7b86a644-3a1c-455f-9d86-0884ed4d5683
384|Lope de Rueda |Historias de Martín de Villalba.||Etelvino Vázquez|Teatro del Norte||||||e04c3656-bbae-44a8-80b4-a9e00a4127a4
385|Lope de Rueda |El deleitoso y otras delicias||Agusíin Iglesias|Teatro Guirigai||||||d47d0511-2ac7-4e26-b047-afe9cc6ecabe
386|Lope de Rueda |Los cómicos de la legua||Domingo Torres|Uno teatro||||||868fc129-dc37-43c5-9d96-c8838640bc40
387|Lope de Rueda |Julia, Un viaje teatrástico|22 de marzo de 2012|Julio Fraga |Teatro Clásico de Sevilla ||Teatro Villa del Conocimiento y las Artes de Mairena del Alcor, Sevilla (Andalucía)||37.3752136|-5.748197|ab3be3df-e996-4bc8-92bf-ee5bdeb4fe52
388|Lope de Rueda |La corte de los bufones: paso a paso la comedia||José Uriel García Solís|La Gorgona Teatro||||||bd9f3f30-cb1a-4488-8606-703ec6ecec05
389|Lope de Rueda |Fiesta de farsantes. Tablado del mundo|2 de septiembre de 2021|Daniel Alonso de Santos|Pérez y Goldstein S.L; Okboomer.|Festival Clásicos en Alcalá|Teatros del Canal, Madrid (Comunidad de Madrid)||40.438279|-3.7051836|f4c71598-7631-42d6-8d27-7f779c224bb6
390|Lope de Rueda |La garnacha de los bufones||Javier Mañón|Corrales de Comedias ||||||569ee456-e9ff-4fed-95ab-a709e251d5c8
391|Juan Ruiz de Alarcón|La verdad sospechosa|2004|Rafael Rodríguez Cabrera|2Rc Teatro||||||12fbe67b-f642-4728-aa32-84592e2cd088
392|Juan Ruiz de Alarcón|La verdad sospechosa|2007|Claudio Hochman|Eureka Teatro||||||b0547f35-7184-4b4d-956a-7574bbc41f4f
393|Juan Ruiz de Alarcón|La prueba de las promesas|2012|Carlos Corona|CNT México|Festival de Teatro Clásico de Almagro|||||180fcb20-676c-4b90-ab42-461ff9b66862
394|Juan Ruiz de Alarcón|La verdad sospechosa|2013|Helena Pimenta|Compañía Nacional de Teatro Clásico (CNTC)|Festival de Teatro Clásico de Almagro|Teatro de la Comedia, Madrid||40.4155336|-3.7003923|04aa8b4a-34c6-47f6-8326-6ae7e53355f2
395|Juan Ruiz de Alarcón|La cueva de Salamanca|2018|Emilio Gutiérrez Caba|Compañía Nacional de Teatro Clásico (CNTC)|Festival de Teatro Clásico de Almagro|Teatro de la Comedia, Madrid||40.4155336|-3.7003923|e755a034-b636-4053-b3ea-0793bc85ce4a
396|Juan Ruiz de Alarcón|El desdichado en fingir|2019|José Uriel Garcia Solís|Colectivo Teatral de Guerrero|Festival de Teatro Clásico de Almagro|||||ff91954c-622f-460e-9ee9-dd5ef0a45b7a
397|Juan Ruiz de Alarcón|La monja Alférez|2022|Zaide Silvia Gutiérrez|CNT México|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid y Festival de Teatro Clásico de Olmedo|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid||40.525282|-3.8160296|e9805a2b-d94e-4f4f-a824-153bdccce113
398|Mira de Amescua|El esclavo del demonio|2002|Ángel Ojea|La Máquina Real|Festival de Teatro Clásico de Almagro|||||9b486d6a-d5cd-4e7b-aa4d-52d5c60a087d
399|Juan de la Cueva|El príncipe tirano|2006|Pepa Gamboa|CAT (Centro Andaluz de Teatro)|Festival de Teatro Clásico de Almagro|||||e3ceaafe-382d-4e65-8a6f-e5585f0387f6
400|María de Zayas y Sotomayor|La traición en la amistád|2003|Mariano de Paco Serrano|VolArte Producciones||||||989ee1fe-a8f5-48be-b241-af4c5d898520
401|María de Zayas y Sotomayor|La traición en la amistad|2019|Daniel Acebes|Diágoras Producciones|Festival de Teatro Clásico de Olmedo|||||0b022421-c519-43b8-a0a3-da3a58c78f9d
402|María de Zayas y Sotomayor|Adiós, dueño mío o La traición en la amistad|2021|Magüi Mira|Olympia Metropolitana|Festival de Teatro Clásico de Almagro|||||1d095a6b-4a37-46d8-b5ec-34f10ad936a9
403|María de Zayas y Sotomayor|Bambi vs Godzilla|2022|Luis Tausía|Compañía del Tío Venancio|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid|Festival Iberoamericano del Siglo de Oro de la Comunidad de Madrid||40.525282|-3.8160296|0bd3ba19-9a00-4fa4-aaa1-bae0038ff6b8
404|Vélez de Guevara|La serra de La Vera|14 de junio sde 2001|Antonio Corencia|Compañía Dramatíca de Extremadura|Festival de Teatro Clásico de Cáceres|Festival de Teatro Clásico de Cáceres||39.5967165|-6.6300158|73fb8dd2-b538-4e2d-af7e-100edf7be32d
405|Vélez de Guevara|La serrana de La Vera|marzo de 2004|María Ruiz|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Pavón de Madrid||40.410031|-3.7061552|a4cd854b-393a-4cff-bfa7-af7061c626d5
406|Vélez de Guevara|El diablo cojuelo|12 de junio de 2019|Aitana Galán|La Radical|Festival Internacional de Teatro Clásico de Almagro|||||647db307-b5a7-43ff-bab3-c253e5361c63
407|Vélez de Guevara|Reinar después de morir|10 de enero de 2020|Pepa Pedroche|Compañía Nacional de Teatro Clásico (CNTC) y Compañia de Teatro de Almada||Teatro de la Comedia, Madrid||40.4155336|-3.7003923|9b0484d8-394f-42b1-99e6-73894ceab6fb
408|Vélez de Guevara|El diablo cojuelo|21 de enero de 2022|Ester Nadal|Compañía Nacional de Teatro Clásico (CNTC), Rhum & Cia|Festival Internacional de Teatro Clásico de Almagro y Festival de Teatro Clásico de Olmedo|Valencia||39.4077852|-0.3615113|af46b1bd-e916-4030-820a-a3575467f2a0
409|Agustín Moreto|De fuera vendrá quien de casa os echará|28 de julio de 2000|Francisco Abad|Marabad Producciones Teatrales|Festival Internacional de Teatro Clásico de Almagro|Festival Internacional de Teatro Clásico de Almagro||39.6579357|-3.7047574|dee50e63-0944-4276-bf4c-e7a45a73341e
410|Agustín Moreto|El lindo don Diego|12 de junio de 2001|Juan Pedro de Aguilar|Los Veranos de la Villa|Los Veranos de la Villa|Muralla Árabe de Madrid, Los Veranos de la Villa||40.4148911|-3.7145386|eede6ea8-ab12-45b3-a9e7-cc4fb39935e2
411|Agustín Moreto|El lindo don Diego|26 de marzo de 2004|Eva del Palacio|Morboria Teatro|Festival Internacional de Teatro Clásico de Almagro y Festival de Teatro Clásico de Olmedo|Teatro Juan Bravo, Segovia||40.9504826|-4.1235423|3d96fb57-7d21-46c6-afac-2c62e79bd746
412|Agustín Moreto|El lindo don Diego|2005|Denis Rafter|Darek Teatro||||||b1c8a064-e034-4ec3-8839-eb948d4c8c12
413|Agustín Moreto|No puede ser el guardar a una mujer|2008|José Bornás|Apata Teatro||||||f464561f-dfdd-47ae-a43b-f8e9ea17150a
414|Agustín Moreto|No puede ser el guardar a una mujer|2009|José Bornás|Nacho Vilar Producciones||||||3d9fff99-a158-4abe-b53f-52f90b5f6d4b
415|Agustín Moreto|El lindo don Diego|19 de enero de 2013|Carles Alfaro|Compañía Nacional de Teatro Clásico (CNTC)|Festival Internacional de Teatrio Clásico de Almagro|Teatro Pavón, Madrid||40.410031|-3.7061552|883752c4-ec6a-4c89-8374-3067f2e4529d
416|Agustín Moreto|De fuera vendrá|25 de julio de 2014|Ángel Garcia Suárez|Escarramá Teatro|Festival Internacional de Teatro Clásico de Almagro|Festival Internacional de Teatro Clásico de Almagro||39.6579357|-3.7047574|29acf63e-3767-4afb-9a1a-4c21b482fa15
417|Agustín Moreto|El lindo don Diego|4 de febrero de 2017|Eva del Palacio|Morboria Teatro yCNTC|Festival de Teatro Clásico de Olmedo|Teatro José María Rodero de Torrejón de Ardoz, Madrid||40.4600525|-3.4742477|c497d991-baf8-4e03-998d-ac7badd9fa3b
418|Agustín Moreto|De fuera vendrá quien de casa nos echará|3 de febrero de 2018|Eva del Palacio|Morboria Teatro|Festival de Teatro Clásico de Olmedo|Teatro José María Rodero de Torrejón de Ardoz, Madrid||40.4600525|-3.4742477|f4dfd4df-21bc-40d9-8dcb-920a61f45b8d
419|Agustín Moreto|El desdén con el desden|12 de marzo de 2019|Iñaki Rikarte|JCNTC||Teatro de la Comedia, Madrid||40.4155336|-3.7003923|c396f1f1-a8be-44cb-a3d3-4e3d4b232260
420|Agustín Moreto|El lindo don Diego|19 de julio de 2019|Santiago Doria|Compañia Argentina de Teatro Clásico|Festival Internacional de Teatro Clásico de Almagro|Festival Internacional de Teatro Clásico de Almagro||39.6579357|-3.7047574|371bd6aa-91e1-44f1-bf14-fce8a85c57c8
421|Agustín Moreto|No puede ser el guardar a una mujer|2019|Antonio León|Corrales de Comedias Teatro||||||43d3578f-3c83-4a44-89a5-0ab50f07601c
422|Pedro Calderón de la Barca| La vida es sueño| 30 de marzo de 2000| Emilio del Valle| Producciones Inconstantes|| Teatro Principal de Burgos||42.3406276|-3.6998874|0407730c-cb77-4162-9036-4af4b726475c
423|Pedro Calderón de la Barca|La vida es sueño|4 de mayo del 2000|José María Ortega de la Cruz|Teatro Español Salesiano de Ronda|Festival de Música y Teatro Sacro y Ritual de Riogordo|La nave del teatro de Riogordo||36.7068781|-4.4477513|77ef450a-6c94-4b06-8c5d-35e6f8406966
424|Pedro Calderón de la Barca|Los entremeses|13 de enero del 2000|José Antonio Raynaud|La Garnacha||Teatro de Sevilla||37.3932755|-5.994009|98ee8add-28b6-4b57-abba-a6ea36a58947
425|Pedro Calderón de la Barca|Las mañanas de abril|4 de octubre del 2000||Andrea D'Odorico Producciones||Teatro Villamarta de Jerez de la Frontera, Cádiz||36.6828855|-6.1352393|7f9e8079-4fb4-4d4c-a2f4-8950bb6b9b14
426|Pedro Calderón de la Barca| La vida es sueño| 27 de marzo de 2000| Calixto Bieito|Compañía Nacional de Teatro Clásico (CNTC)|| Teatre Romea de Barcelona||41.3805361|2.1711109|0605a49d-cecc-4c4c-9b69-c9eb0768ba3c
427|Pedro Calderón de la Barca| La dama duende| 14 de abril de 2000| José Luis Alonso de Santos|Compañía Nacional de Teatro Clásico (CNTC)||Teatro Salón Cervantes de Alcalá de Henares||40.4834571|-3.3661106|f05813f9-569f-4669-988c-892fdb011b29
428|Pedro Calderón de la Barca| La cena del rey Baltasar| 23 de junio de 2000| Luis Dorrego| Alcantarilla Teatro|| Patio de Santo Tomás de Villanueva de la Universidad Cisneriana de Alcalá||40.4826572|-3.3629957|c9992182-6efe-47e7-bbf5-548ef1fc041b
429|Pedro Calderón de la Barca| IV Centenario del nacimiento de Calderón de la Barca| 17 de enero de 2000||Compañía Nacional de Teatro Clásico (CNTC)|| Teatro de la Comedia de Madrid||40.4155336|-3.7003923|74abc2c6-d23d-427b-82d7-538a338586f0
430|Pedro Calderón de la Barca| En la voz también hay dicha: contando a Calderón| 19 de marzo de 2000| Ernesto Rodríguez Abad| Ernesto Rodríguez Abad|| Teatro Apolo de Almería||36.8406025|-2.4618673|5580db5e-5570-4d50-8863-1f6571e1d700
431|Pedro Calderón de la Barca| El mayor tesoro escondido| 16 de marzo de 2000| Ricardo Pereira| La Luna Teatro|| Teatro Principal de Zaragoza||41.6518556|-0.8793213|c5bf0506-e975-4767-b051-d9b76a59492d
432|Pedro Calderón de la Barca| El príncipe constante|| Jorge Listopad| Companhia de Teatro de Almada||||||5124f835-36e6-4c31-a149-be78f75f1267
433|Pedro Calderón de la Barca| El monstruo de los jardines| 10 de julio de 2000| Ernesto Caballero| RESAD|| Teatro Municipal de Almagro||38.8903455|-3.7117528|8870125d-20e9-4102-aa6a-641a2e410b06
434|Pedro Calderón de la Barca| El mayor hechizo, amor| 28 de abril de 2000| Fernando Urdiales| Teatro Corsario|| Teatro Calderón de la Barca de Valladolid||41.6539837|-4.7246809|823a0546-5fd6-4ccd-8098-295d965cfbb9
435|Pedro Calderón de la Barca| El mágico prodigioso| 1 de octubre de 2000| Daniel Bohr| Fila Siete||Teatro Guimerá de Santa Cruz de Tenerife||28.4658898|-16.2508954|73e7174b-3717-441d-b895-791ed0ebf5f5
436|Pedro Calderón de la Barca| El gran teatro del mundo| 15 de diciembre de 2000| Valentín Redín| Lebrel Blanco|| Iglesia de Santa María de Tafalla (Navarra)||42.5282284|-1.6766009|33ebcc53-14c4-49f8-96a6-114eacaa324a
437|Pedro Calderón de la Barca| El galán fantasma| 24 de julio de 2000| Ana María Boudeguer| Teatro Sanpol|| Patio de Fúcares de Almagro||38.8899191|-3.709986|7e23ef93-156f-4dec-82ee-382e4791b46c
438|Pedro Calderón de la Barca| El galán fantasma| 11 de julio de 2000| David Bello| Veranos de la Villa|| Parque Emir Mohamed I de Madrid||40.4147111|-3.7147903|5bceeb30-1361-420c-85fd-361c2053e988
439|Pedro Calderón de la Barca|El alcalde de Zalamea|21 de septiembre de 2000|Sergi Belbel|Compañía Nacional de Teatro Clásico (CNTC)||Teatre Nacional de Catalunya de Barcelona||41.3999431|2.1857706|f2eae959-0d58-4e5a-9a59-87690d0557eb
440|Pedro Calderón de la Barca| El alcalde de Zalamea| 30 de septiembre de 2000| Francisco Portes| Compañía Francisco Portes||"Teatro José María Rodero de Torrejón de Ardoz (Madrid)
"||40.4600525|-3.4742477|99ed356d-5354-43fc-a58a-4b62efbbe179
441|Pedro Calderón de la Barca| Celos aun del aire matan| 4 de octubre de 2000| Pier Luigi Pizzi| Teatro Real|| Teatro Real de Madrid||40.4181323|-3.7102972|c43eb2ad-001c-47e7-828e-9f73562e3326
442|Pedro Calderón de la Barca| Céfalo y Pocris| 10 de marzo de 2000| Agustín Iglesias| Teatro Guirigai|| Centro Cultural Galileo (Madrid)||40.4340209|-3.7108414|397946ee-fbf9-478a-8e38-dc0cb9dd3923
443|Pedro Calderón de la Barca|Súbete a la barca de Calderón||Stella Manaut|Estudio de Teatro||||||a3d4918e-51c8-4d88-a6a2-db8fc13d48ff
444|Pedro Calderón de la Barca| Calderón, ¿enamorado?| 17 de marzo de 2000| Amaya Curieses, José Maya| Zampanó Teatro|Jornadas de Siglo de Oro| Auditorio Maestro Padilla de Almería||36.8236768|-2.4440319|8e65aaba-0dd3-4d0e-8cb5-40fd462a21af
445|Pedro Calderón de la Barca, Ánxeles Cuña, Fina Calleja|Sexismunda|26 de octubre de 2001|Áxeles Cuña Bóveda|Sabarela||Teatro Rosalía de Castro de A Coruña||43.3704091|-8.3986039|eb6ab9b2-da96-4d38-9983-f95d266b8ef0
446|Pedro Calderón de la Barca, Bertolt Brecht; Peter Handke; Miguel Hernández; Gabriel Ferreter; Jaime Gil de Biedma; Harold Pinter; José Agustín Goytisolo; William Shakespeare|Paraules… senzillament paraules|17 de marzo de 2001|Xavier Ricart|Orfeó Badaloní. Centre Parroquial de Sant Josep||entre Parroquial Sant Josep de Badalona (Barcelona)||41.4454409|2.2451763|3e7d6090-31c0-41ad-8de6-7a46f32bf0b1
447|Pedro Calderón de la Barca| La vida es sueño|| Orlando Atocha|Teatro del Contrajuego|| Teatro del Contrajuego||35.67445|-6.8143|639d3fed-86c8-4f1d-9b13-e645c914e126
448|Pedro Calderón de la Barca| La vida es sueño| 2 de junio de 2001| Paz Carrero Eras| Teatro Escuela Libre de Alcalá (T.E.L.A.)||Patio Santo Tomás de Villanueva de Alcalá de Henares (Madrid)||40.4826572|-3.3629957|2b408611-af7d-439b-9923-934e8d6d2431
449|Pedro Calderón de la Barca| La nave de los locos|| Luis Dorrego| Teatro de Encargo||||||d63f6b63-4824-4064-b663-4a61db2e60be
450|Pedro Calderón de la Barca| Fieras afemina amor|| Juan Pedro de Aguilar| Juan Pedro Aguilar||||||3ee83ae1-c833-4709-aff9-7e6d8c8db258
451|Pedro Calderón de la Barca| El gran teatro del mundo| 8 de marzo de 2001|| Grup Tragapinyols|| Auditori Municipal de Vinarós (Castellón)||40.4701421|0.4766604|f44fadaf-2ddc-4f70-b446-a2fff0768dd1
452|Pedro Calderón de la Barca| El dragoncillo| 22 de agosto de 2001|| Alcantarilla Teatro|| Hospital de Antezana de Alcalá de Henares (Madrid)||40.4824265|-3.3669844|08cfc37d-372a-47ca-afb2-e427a37b3d91
453|Pedro Calderón de la Barca|Desventuras y andanzas de Villegas y Quiñones, cuando en el siglo XVII se hacían calderones; Desventuras y andanzas de Villagas y Quiñones cuando en el XVII se hacían Calderones| 16 de febrero de 2001| Eduardo Usillos| Producciones Nun Tris|| Teatro Palacio ValdÃ©s de AvilÃ©s (Asturias)||43.555218|-5.920094|2eb372b2-e783-45cc-ab01-adcf5f6ebce8
454|Pedro Calderón de la Barca| Casa con dos puertas mala es de guardar| 3 de marzo 2001| Antonio León| Corral de Comedias Teatro (C + C)|| Corral de Comedias de Almagro, Ciudad Real||38.8888239|-3.7111408|43783bbb-cc58-4f39-a5f1-e9b498fab613
455|Pedro Calderón de la Barca| La vida es sueño|| Kei Jinguji| Ksec Act|| Ksec Act||-33.3987113|-70.5885381|45170bba-4e1f-41c1-a759-b065d411df01
456|Pedro Calderón de la Barca| Entremeses variados| 4 de enero de 2002| Jesús Amate| Compañía Benamate|| CompaÃ±Ã­a Benamate||40.4100231|-3.7100241|6f244680-adbf-4623-a785-be27e644c463
457|Pedro Calderón de la Barca| El escondido y la tapada| 6 de abril de 2002| Manuel Canseco| Compañía de Manuel Canseco| XIX Jornadas de Teatro del Siglo de Oro| Auditorio Maestro Pradilla||36.8236768|-2.4440319|47474ff7-c559-490e-8aaa-e745db5b799c
458|Pedro Calderón de la Barca| Casa con dos puertas mala es de guardar| 19 de octubre de 2002| Alfonso Zurro| Rosas de Otoño|| Centro Cultural de la Villa de Madrid||40.4249446|-3.6898673|2fdd2dee-acd4-45d8-93e5-49f7810babef
459|Pedro Calderón de la Barca| La vida es sueño| 16 de septiembre de 2003| César Diéguez| Asociación Cultural Conde de Aranda, Con Esa imaginación|| Teatro Infanta Isabel de Madrid||40.4222447|-3.69553|01739083-efb6-4de4-86ce-1663f93e6895
460|Pedro Calderón de la Barca| La dama duende| 7 de octubre de 2003| Ana María Boudeguer| La Bicicleta|| Teatro Sanpol de Madrid||40.4239339|-3.7270082|32746d4b-940c-4c16-9362-03adf79ec5f5
461|Pedro Calderón de la Barca| El alcalde de Zalamea| 30 de enero de 2003| Gustavo Pérez Puig, Mara Recatero| Teatro Español|| Teatro Español||46.2651809|-2.7532047|9e84f3c5-9733-46b1-a36d-c513389b1228
462|Pedro Calderón de la Barca| Cornudo, apaleado y satisfecho| 15 de julio de 2003| Fernando Rojas| Enrique y Alain Cornejo, Teatro del Arte| Veranos de la Villa| Corral de Comedias del Rollo, Madrid||40.4451582|-3.5339127|d8ee05ea-76a4-496a-92b8-2853ad147119
463|Pedro Calderón de la Barca| Los encantos de la culpa| 28 de octubre de 2003| José Antonio Hernández Sayagués| Garufa Teatro|| Teatro Caja Duero de Salamanca||40.9675729|-5.6650543|a53795de-d8b7-466c-b745-455aef7607c4
464|Pedro Calderón de la Barca| Sueño del duque de Belaqua| 21 de octubre de 2003| Virginia Nölting, Javier Parra| Anthares Teatro|| Anthares Teatro||40.4189634|-3.664439|e0eb223d-1b2a-4ce0-9941-993dc1cde18e
465|Pedro Calderón de la Barca| La vida es sueño| 13 de julio de 2004| Francesco Pititto, María Federica Maestri| Lenz Rifrazioni| Festival Internacional de Teatro Clásico de Almagro| Lenz Rifrazioni||44.8121127|10.3326578|a8caf854-e0f1-4744-b910-e5e2be7945ba
466|Pedro Calderón de la Barca| La hija del aire| 21 de diciembre de 2004| Jorge Lavelli| Teatro San Martín|| Teatro San Martín||-34.6043|-58.388441|2fba24c4-6e20-4e1f-93f8-c2d045f7e4dd
467|Pedro Calderón de la Barca| La edad de oro| 19 de junio de 2004| Eusebio Lázaro| Compañía Eusebio Lázaro| Festival Clásicos en Alcalá| Compañía Eusebio Lázaro||-33.0471155|-71.6028926|e1b838dc-4af3-43e7-960a-f071e03cb702
468|Pedro Calderón de la Barca| La cena del rey Baltasar| 15 de junio de 2004| Antonio Barrios| Teatro Par|| Patio de los Naranjos de la Mezquita de Córdoba||37.8794616|-4.7798708|142b4e32-adff-4c57-9f3e-fd41820aa043
469|Pedro Calderón de la Barca| El astrólogo fingido| 18 de junio de 2004| Gabriel Garbisu| Producciones Amara| Festival Clásicos en Alcalá| Teatro Universitario Lope de Vega de Alcalá de Henares (Madrid)||40.4817754|-3.3614692|ea53955d-adca-45ba-b54a-07f06a4822c0
